Experiment,ernie21,glm9,deepseek7
humans_withcost,0.7701041675362319,0.5033190448585565,0.1799088401451081
humans_wocost,0.038537075574699764,0.5516417589953616,0.3008546637276409
agents_withcost,0.7857628928005569,0.6775736353610516,0.16402337440034728
agents_wocost,0.034442277298124005,0.5649272968322765,0.17786990918391996
