Experiment,qwen8,gemma12,gemma27,llama8,ministral14,ministral8,qwen14
yesno_noturgent,0.13905131860103082,0.3119647304348771,0.4830003676655327,0.48207011166154706,0.42245412499758395,0.3479418791606787,0.018069079870203023
yesno_urgent,0.1268884342688992,0.2013356563898463,0.44795229916147344,0.598872800837992,0.43228904074051766,0.4321615367295094,0.0014368007912456669
